0.003704, 0.148148, 50
0.014834, 0.222601, 50
0.033384, 0.371009, 50
0.059356, 0.519427, 50
0.092749, 0.667860, 50
0.133564, 0.816312, 50
0.181804, 0.964787, 50
0.237468, 1.113290, 50
0.300559, 1.261824, 50
0.371079, 1.410393, 50
0.449029, 1.559003, 50
0.534412, 1.707657, 50
0.627230, 1.856359, 50
0.727485, 2.005113, 50
0.835182, 2.153925, 50
0.950322, 2.302798, 50
1.072908, 2.451736, 50
1.202946, 2.600743, 50
1.340437, 2.749824, 50
1.485386, 2.898984, 50
1.637797, 3.048225, 50
1.797675, 3.197553, 50
1.965023, 3.346972, 50
2.139848, 3.496486, 50
2.322153, 3.646099, 50
2.511943, 3.795816, 50
2.709225, 3.945641, 50
2.910281, 4.021104, 50
3.111387, 4.022130, 50
3.312545, 4.023157, 50
3.513754, 4.024185, 50
3.715015, 4.025213, 50
3.916327, 4.026241, 50
4.117690, 4.027270, 50
4.319105, 4.028300, 50
4.520572, 4.029330, 50
4.722090, 4.030360, 50
4.923659, 4.031391, 50
5.125281, 4.032422, 50
5.326953, 4.033454, 50
5.528678, 4.034486, 50
5.730453, 4.035518, 50
5.932281, 4.036551, 50
6.134160, 4.037584, 50
6.336091, 4.038617, 50
6.538074, 4.039650, 50
6.740108, 4.040684, 50
6.942194, 4.041717, 50
7.144331, 4.042751, 50
7.346520, 4.043784, 50
7.548761, 4.044818, 50
7.751054, 4.045851, 50
7.953398, 4.046884, 50
8.155794, 4.047917, 50
8.358241, 4.048950, 50
8.560740, 4.049982, 50
8.763291, 4.051013, 50
8.965893, 4.052044, 50
9.168547, 4.053074, 50
9.371252, 4.054103, 50
9.574009, 4.055131, 50
9.776817, 4.056157, 50
9.979676, 4.057183, 50
10.182586, 4.058207, 50
10.385548, 4.059230, 50
10.588560, 4.060251, 50
10.791624, 4.061270, 50
10.994738, 4.062287, 50
11.197903, 4.063302, 50
11.401119, 4.064315, 50
11.604385, 4.065325, 50
11.807702, 4.066333, 50
12.011069, 4.067338, 50
12.214486, 4.068339, 50
12.417952, 4.069338, 50
12.621469, 4.070333, 50
12.825035, 4.071324, 50
13.028651, 4.072311, 50
13.232316, 4.073295, 50
13.436029, 4.074274, 50
13.639792, 4.075248, 50
13.843603, 4.076218, 50
14.047462, 4.077183, 50
14.251369, 4.078142, 50
14.455324, 4.079096, 50
14.659326, 4.080044, 50
14.863375, 4.080986, 50
15.067471, 4.081922, 50
15.271614, 4.082851, 50
15.475802, 4.083773, 50
15.680037, 4.084688, 50
15.884317, 4.085595, 50
16.088641, 4.086495, 50
16.297492, 4.177004, 50
16.520408, 4.458327, 50
16.741967, 4.431179, 50
16.962124, 4.403151, 50
17.180847, 4.374452, 50
17.398110, 4.345269, 50
17.613898, 4.315756, 50
17.828201, 4.286045, 50
18.041012, 4.256239, 50
18.252333, 4.226415, 50
18.462165, 4.196630, 50
18.670511, 4.166918, 50
18.877376, 4.137299, 50
19.082764, 4.107776, 50
19.286681, 4.078340, 50
19.489130, 4.048975, 50
19.690113, 4.019657, 50
19.889631, 3.990358, 50
20.087683, 3.961049, 50
20.284268, 3.931701, 50
20.479383, 3.902289, 50
20.673022, 3.872792, 50
20.865182, 3.843200, 50
21.055005, 3.796446, 50
21.239015, 3.680203, 50
21.414686, 3.513431, 50
21.582174, 3.349750, 50
21.741628, 3.189083, 50
21.893195, 3.031345, 50
22.037017, 2.876441, 50
22.173231, 2.724266, 50
22.301966, 2.574704, 50
22.423347, 2.427625, 50
22.537492, 2.282888, 50
22.644509, 2.140344, 50
22.744500, 1.999833, 50
22.837560, 1.861193, 50
22.923773, 1.724258, 50
23.003216, 1.588866, 50
23.075959, 1.454852, 50
23.142062, 1.322062, 50
23.201579, 1.190346, 50
23.254557, 1.059561, 50
23.301036, 0.929576, 50
23.341049, 0.800268, 50
23.374626, 0.671522, 50
23.401787, 0.543232, 50
23.422552, 0.415302, 50
23.436934, 0.287640, 50
23.444942, 0.160161, 50
23.447354, 0.048229, 50
23.447354, 0.000000, 50
