0.003704, 0.148148, 50
0.014796, 0.221843, 50
0.033282, 0.369732, 50
0.059163, 0.517610, 50
0.092437, 0.665473, 50
0.133102, 0.813317, 50
0.181159, 0.961139, 50
0.236606, 1.108933, 50
0.299441, 1.256695, 50
0.369662, 1.404422, 50
0.447267, 1.552108, 50
0.532255, 1.699751, 50
0.624622, 1.847345, 50
0.724366, 1.994886, 50
0.831485, 2.142371, 50
0.945975, 2.289795, 50
1.067832, 2.437153, 50
1.197054, 2.584442, 50
1.333637, 2.731657, 50
1.477577, 2.878794, 50
1.628869, 3.025849, 50
1.787510, 3.172817, 50
1.953495, 3.319695, 50
2.126819, 3.466477, 50
2.307477, 3.613160, 50
2.495464, 3.759739, 50
2.690774, 3.906211, 50
2.889719, 3.978896, 50
3.088613, 3.977870, 50
3.287455, 3.976842, 50
3.486246, 3.975815, 50
3.684985, 3.974787, 50
3.883673, 3.973758, 50
4.082309, 3.972729, 50
4.280894, 3.971700, 50
4.479428, 3.970670, 50
4.677910, 3.969639, 50
4.876340, 3.968608, 50
5.074719, 3.967577, 50
5.273046, 3.966546, 50
5.471322, 3.965514, 50
5.669546, 3.964481, 50
5.867718, 3.963448, 50
6.065839, 3.962415, 50
6.263908, 3.961382, 50
6.461926, 3.960349, 50
6.659892, 3.959315, 50
6.857806, 3.958282, 50
7.055668, 3.957248, 50
7.253479, 3.956214, 50
7.451238, 3.955181, 50
7.648945, 3.954147, 50
7.846601, 3.953114, 50
8.044205, 3.952081, 50
8.241757, 3.951049, 50
8.439258, 3.950017, 50
8.636707, 3.948985, 50
8.834105, 3.947954, 50
9.031451, 3.946924, 50
9.228746, 3.945895, 50
9.425989, 3.944867, 50
9.623181, 3.943840, 50
9.820322, 3.942815, 50
10.017412, 3.941790, 50
10.214450, 3.940768, 50
10.411437, 3.939747, 50
10.608374, 3.938727, 50
10.805259, 3.937710, 50
11.002094, 3.936695, 50
11.198878, 3.935682, 50
11.395612, 3.934672, 50
11.592295, 3.933664, 50
11.788928, 3.932659, 50
11.985511, 3.931658, 50
12.182044, 3.930659, 50
12.378527, 3.929664, 50
12.574961, 3.928673, 50
12.771345, 3.927685, 50
12.967680, 3.926701, 50
13.163966, 3.925722, 50
13.360203, 3.924748, 50
13.556392, 3.923778, 50
13.752533, 3.922813, 50
13.948626, 3.921854, 50
14.144671, 3.920900, 50
14.340668, 3.919952, 50
14.536619, 3.919009, 50
14.732522, 3.918074, 50
14.928380, 3.917145, 50
15.124191, 3.916222, 50
15.319956, 3.915307, 50
15.515676, 3.914400, 50
15.711351, 3.913500, 50
15.902354, 3.820052, 50
16.079430, 3.541528, 50
16.257865, 3.568693, 50
16.437702, 3.596737, 50
16.618974, 3.625451, 50
16.801707, 3.654649, 50
16.985915, 3.684175, 50
17.171610, 3.713898, 50
17.358796, 3.743716, 50
17.547473, 3.773549, 50
17.737641, 3.803343, 50
17.929294, 3.833062, 50
18.122428, 3.862688, 50
18.317039, 3.892216, 50
18.513122, 3.921656, 50
18.710673, 3.951023, 50
18.909690, 3.980343, 50
19.110172, 4.009642, 50
19.312120, 4.038950, 50
19.515534, 4.068296, 50
19.720420, 4.097705, 50
19.926780, 4.127197, 50
20.134619, 4.156783, 50
20.342998, 4.167590, 50
20.547985, 4.099739, 50
20.746496, 3.970211, 50
20.938375, 3.837591, 50
21.123473, 3.701960, 50
21.301643, 3.563401, 50
21.472744, 3.422009, 50
21.636638, 3.277888, 50
21.793196, 3.131155, 50
21.942293, 2.981940, 50
22.083812, 2.830383, 50
22.217644, 2.676635, 50
22.343686, 2.520853, 50
22.461846, 2.363200, 50
22.572038, 2.203841, 50
22.674186, 2.042941, 50
22.768219, 1.880661, 50
22.854076, 1.717158, 50
22.931706, 1.552581, 50
23.001059, 1.387071, 50
23.062097, 1.220761, 50
23.114786, 1.053775, 50
23.159097, 0.886226, 50
23.195008, 0.718219, 50
23.222501, 0.549854, 50
23.241562, 0.381220, 50
23.252182, 0.212403, 50
23.255381, 0.063979, 50
23.255381, 0.000000, 50
